REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Nevada,2015,49,23,0,0,0,0,0
States,New Hampshire,2015,49,19,0,0,0,0,0
States,New Jersey,2015,49,X,X,X,X,X,X
States,New Mexico,2015,49,262,0,1,0.38,0,0.38
States,New York,2015,49,1422,8,4,0.84,0.56,0.28
States,North Carolina,2015,49,213,0,4,1.88,0,1.88
States,North Dakota,2015,49,11,0,0,0,0,0
States,Ohio,2015,49,808,1,2,0.37,0.12,0.25
States,Oklahoma,2015,49,214,0,0,0,0,0
States,Oregon,2015,49,214,3,2,2.34,1.4,0.93
States,Pennsylvania,2015,49,582,2,0,0.34,0.34,0
States,Rhode Island,2015,49,X,X,X,X,X,X
States,South Carolina,2015,49,307,0,2,0.65,0,0.65
States,South Dakota,2015,49,118,0,0,0,0,0
States,Tennessee,2015,49,294,2,10,4.08,0.68,3.4
States,Texas,2015,49,1557,12,12,1.54,0.77,0.77
States,Utah,2015,49,546,4,2,1.1,0.73,0.37
States,Vermont,2015,49,124,0,1,0.81,0,0.81
States,Virginia,2015,49,216,0,0,0,0,0
States,Washington,2015,49,358,2,1,0.84,0.56,0.28
States,West Virginia,2015,49,431,0,1,0.23,0,0.23
States,Wisconsin,2015,49,752,1,3,0.53,0.13,0.4
States,Wyoming,2015,49,33,0,0,0,0,0
States,Puerto Rico,2015,49,0,0,0,0,0,0
States,Virgin Islands,2015,49,X,X,X,X,X,X
States,New York City,2015,49,X,X,X,X,X,X
States,Alabama,2015,50,250,3,6,3.6,1.2,2.4
States,Alaska,2015,50,X,X,X,X,X,X
States,Arizona,2015,50,87,2,1,3.45,2.3,1.15
States,Arkansas,2015,50,43,0,1,2.33,0,2.33
States,California,2015,50,1015,11,8,1.87,1.08,0.79
States,Colorado,2015,50,460,1,0,0.22,0.22,0
States,Connecticut,2015,50,351,0,2,0.57,0,0.57
States,Delaware,2015,50,82,0,0,0,0,0
States,District of Columbia,2015,50,X,X,X,X,X,X
States,Florida,2015,50,X,X,X,X,X,X
States,Georgia,2015,50,751,1,10,1.46,0.13,1.33
States,Hawaii,2015,50,114,1,1,1.75,0.88,0.88
States,Idaho,2015,50,X,X,X,X,X,X
States,Illinois,2015,50,372,5,1,1.61,1.34,0.27
States,Indiana,2015,50,142,0,0,0,0,0
States,Iowa,2015,50,88,2,0,2.27,2.27,0
States,Kansas,2015,50,118,2,1,2.54,1.69,0.85
States,Kentucky,2015,50,285,0,3,1.05,0,1.05
States,Louisiana,2015,50,428,2,0,0.47,0.47,0
States,Maine,2015,50,X,X,X,X,X,X
States,Maryland,2015,50,17,0,0,0,0,0
States,Massachusetts,2015,50,345,1,0,0.29,0.29,0
States,Michigan,2015,50,549,4,0,0.73,0.73,0
States,Minnesota,2015,50,312,2,1,0.96,0.64,0.32
States,Mississippi,2015,50,157,3,0,1.91,1.91,0
States,Missouri,2015,50,489,4,1,1.02,0.82,0.2
States,Montana,2015,50,55,0,0,0,0,0
States,Nebraska,2015,50,62,0,0,0,0,0
States,Nevada,2015,50,17,0,0,0,0,0
States,New Hampshire,2015,50,16,0,0,0,0,0
States,New Jersey,2015,50,X,X,X,X,X,X
States,New Mexico,2015,50,293,2,0,0.68,0.68,0
States,New York,2015,50,1613,5,5,0.62,0.31,0.31
States,North Carolina,2015,50,230,1,5,2.61,0.43,2.17
States,North Dakota,2015,50,13,0,0,0,0,0
States,Ohio,2015,50,818,3,3,0.73,0.37,0.37
States,Oklahoma,2015,50,194,0,1,0.52,0,0.52
States,Oregon,2015,50,211,8,4,5.69,3.79,1.9
States,Pennsylvania,2015,50,567,1,1,0.35,0.18,0.18
States,Rhode Island,2015,50,X,X,X,X,X,X
States,South Carolina,2015,50,301,0,0,0,0,0
States,South Dakota,2015,50,128,0,0,0,0,0
States,Tennessee,2015,50,278,0,6,2.16,0,2.16
States,Texas,2015,50,1655,9,13,1.33,0.54,0.79
States,Utah,2015,50,559,3,14,3.04,0.54,2.5
States,Vermont,2015,50,97,0,0,0,0,0
States,Virginia,2015,50,207,0,0,0,0,0
States,Washington,2015,50,315,4,3,2.22,1.27,0.95
States,West Virginia,2015,50,422,1,1,0.47,0.24,0.24
States,Wisconsin,2015,50,761,2,0,0.26,0.26,0
States,Wyoming,2015,50,20,0,0,0,0,0
States,Puerto Rico,2015,50,0,0,0,0,0,0
States,Virgin Islands,2015,50,X,X,X,X,X,X
States,New York City,2015,50,X,X,X,X,X,X
States,Alabama,2015,51,257,2,1,1.17,0.78,0.39
States,Alaska,2015,51,X,X,X,X,X,X
States,Arizona,2015,51,78,1,0,1.28,1.28,0
States,Arkansas,2015,51,49,0,1,2.04,0,2.04
States,California,2015,51,1110,22,18,3.6,1.98,1.62
States,Colorado,2015,51,421,9,1,2.38,2.14,0.24
States,Connecticut,2015,51,327,4,0,1.22,1.22,0
States,Delaware,2015,51,86,1,0,1.16,1.16,0
States,District of Columbia,2015,51,X,X,X,X,X,X
States,Florida,2015,51,X,X,X,X,X,X
States,Georgia,2015,51,733,4,3,0.95,0.55,0.41
States,Hawaii,2015,51,134,0,0,0,0,0
States,Idaho,2015,51,X,X,X,X,X,X
States,Illinois,2015,51,391,6,1,1.79,1.53,0.26
States,Indiana,2015,51,114,0,0,0,0,0
States,Iowa,2015,51,97,0,1,1.03,0,1.03
States,Kansas,2015,51,110,1,0,0.91,0.91,0
States,Kentucky,2015,51,256,0,1,0.39,0,0.39
States,Louisiana,2015,51,576,6,1,1.22,1.04,0.17
States,Maine,2015,51,50,1,0,2,2,0
States,Maryland,2015,51,15,0,0,0,0,0
States,Massachusetts,2015,51,303,2,1,0.99,0.66,0.33
States,Michigan,2015,51,576,10,1,1.91,1.74,0.17
States,Minnesota,2015,51,298,5,0,1.68,1.68,0
States,Mississippi,2015,51,153,1,0,0.65,0.65,0
States,Missouri,2015,51,440,0,1,0.23,0,0.23
States,Montana,2015,51,68,0,0,0,0,0
States,Nebraska,2015,51,45,0,1,2.22,0,2.22
States,Nevada,2015,51,11,0,0,0,0,0
States,New Hampshire,2015,51,27,0,0,0,0,0
States,New Jersey,2015,51,X,X,X,X,X,X
States,New Mexico,2015,51,277,6,1,2.53,2.17,0.36
States,New York,2015,51,1499,5,4,0.6,0.33,0.27
States,North Carolina,2015,51,227,2,3,2.2,0.88,1.32
States,North Dakota,2015,51,10,0,0,0,0,0
States,Ohio,2015,51,779,2,5,0.9,0.26,0.64
States,Oklahoma,2015,51,208,0,1,0.48,0,0.48
States,Oregon,2015,51,227,5,1,2.64,2.2,0.44
States,Pennsylvania,2015,51,562,0,2,0.36,0,0.36
States,Rhode Island,2015,51,X,X,X,X,X,X
States,South Carolina,2015,51,324,0,0,0,0,0
States,South Dakota,2015,51,136,0,1,0.74,0,0.74
States,Tennessee,2015,51,323,1,4,1.55,0.31,1.24
States,Texas,2015,51,1685,15,21,2.14,0.89,1.25
States,Utah,2015,51,552,9,11,3.62,1.63,1.99
States,Vermont,2015,51,142,0,1,0.7,0,0.7
States,Virginia,2015,51,219,7,0,3.2,3.2,0
States,Washington,2015,51,285,1,2,1.05,0.35,0.7
States,West Virginia,2015,51,413,0,5,1.21,0,1.21
States,Wisconsin,2015,51,673,2,0,0.3,0.3,0
States,Wyoming,2015,51,14,0,0,0,0,0
States,Puerto Rico,2015,51,0,0,0,0,0,0
States,Virgin Islands,2015,51,X,X,X,X,X,X
States,New York City,2015,51,X,X,X,X,X,X
States,Alabama,2015,52,287,2,3,1.74,0.7,1.05
States,Alaska,2015,52,10,0,0,0,0,0
States,Arizona,2015,52,87,3,1,4.6,3.45,1.15
States,Arkansas,2015,52,44,0,0,0,0,0
States,California,2015,52,1263,34,18,4.12,2.69,1.43
States,Colorado,2015,52,511,9,0,1.76,1.76,0
States,Connecticut,2015,52,402,5,0,1.24,1.24,0
States,Delaware,2015,52,136,2,0,1.47,1.47,0
States,District of Columbia,2015,52,X,X,X,X,X,X
States,Florida,2015,52,X,X,X,X,X,X
States,Georgia,2015,52,729,3,8,1.51,0.41,1.1
States,Hawaii,2015,52,98,3,0,3.06,3.06,0
States,Idaho,2015,52,X,X,X,X,X,X
States,Illinois,2015,52,400,4,2,1.5,1,0.5
States,Indiana,2015,52,118,0,0,0,0,0
States,Iowa,2015,52,104,0,0,0,0,0
States,Kansas,2015,52,123,2,0,1.63,1.63,0
States,Kentucky,2015,52,308,0,2,0.65,0,0.65
States,Louisiana,2015,52,686,2,1,0.44,0.29,0.15
States,Maine,2015,52,56,0,0,0,0,0
States,Maryland,2015,52,17,0,0,0,0,0
States,Massachusetts,2015,52,314,0,0,0,0,0
States,Michigan,2015,52,727,5,2,0.96,0.69,0.28
States,Minnesota,2015,52,318,2,0,0.63,0.63,0
States,Mississippi,2015,52,159,1,0,0.63,0.63,0
States,Missouri,2015,52,481,2,0,0.42,0.42,0
States,Montana,2015,52,96,0,0,0,0,0
States,Nebraska,2015,52,69,0,0,0,0,0
States,Nevada,2015,52,17,0,0,0,0,0
States,New Hampshire,2015,52,10,0,0,0,0,0
States,New Jersey,2015,52,X,X,X,X,X,X
States,New Mexico,2015,52,266,3,1,1.5,1.13,0.38
States,New York,2015,52,1569,14,13,1.72,0.89,0.83
States,North Carolina,2015,52,227,3,3,2.64,1.32,1.32
States,North Dakota,2015,52,15,0,0,0,0,0
States,Ohio,2015,52,879,1,1,0.23,0.11,0.11
States,Oklahoma,2015,52,182,2,5,3.85,1.1,2.75
States,Oregon,2015,52,263,8,5,4.94,3.04,1.9
States,Pennsylvania,2015,52,641,6,4,1.56,0.94,0.62
States,Rhode Island,2015,52,X,X,X,X,X,X
States,South Carolina,2015,52,293,0,1,0.34,0,0.34
States,South Dakota,2015,52,156,0,2,1.28,0,1.28
States,Tennessee,2015,52,328,0,9,2.74,0,2.74
States,Texas,2015,52,1630,13,9,1.35,0.8,0.55
States,Utah,2015,52,696,15,17,4.6,2.16,2.44
States,Vermont,2015,52,160,0,1,0.63,0,0.63
States,Virginia,2015,52,249,1,0,0.4,0.4,0
States,Washington,2015,52,401,5,7,2.99,1.25,1.75
States,West Virginia,2015,52,553,1,2,0.54,0.18,0.36
States,Wisconsin,2015,52,874,3,1,0.46,0.34,0.11
States,Wyoming,2015,52,32,0,0,0,0,0
States,Puerto Rico,2015,52,0,0,0,0,0,0
States,Virgin Islands,2015,52,X,X,X,X,X,X
States,New York City,2015,52,X,X,X,X,X,X
States,Alabama,2016,1,262,3,2,1.91,1.15,0.76
States,Alaska,2016,1,X,X,X,X,X,X
States,Arizona,2016,1,121,11,1,9.92,9.09,0.83
States,Arkansas,2016,1,54,0,0,0,0,0
States,California,2016,1,1431,85,35,8.39,5.94,2.45
States,Colorado,2016,1,551,15,0,2.72,2.72,0
States,Connecticut,2016,1,427,8,0,1.87,1.87,0
States,Delaware,2016,1,113,1,0,0.88,0.88,0
States,District of Columbia,2016,1,X,X,X,X,X,X
States,Florida,2016,1,X,X,X,X,X,X
States,Georgia,2016,1,610,3,4,1.15,0.49,0.66
States,Hawaii,2016,1,136,2,0,1.47,1.47,0
States,Idaho,2016,1,12,3,0,25,25,0
States,Illinois,2016,1,439,27,3,6.83,6.15,0.68
States,Indiana,2016,1,142,1,1,1.41,0.7,0.7
States,Iowa,2016,1,76,0,0,0,0,0
States,Kansas,2016,1,124,4,3,5.65,3.23,2.42
States,Kentucky,2016,1,324,0,1,0.31,0,0.31
States,Louisiana,2016,1,571,4,0,0.7,0.7,0
States,Maine,2016,1,65,0,0,0,0,0
States,Maryland,2016,1,17,0,0,0,0,0
States,Massachusetts,2016,1,444,1,3,0.9,0.23,0.68
States,Michigan,2016,1,710,11,1,1.69,1.55,0.14
States,Minnesota,2016,1,419,2,1,0.72,0.48,0.24
States,Mississippi,2016,1,139,2,0,1.44,1.44,0
States,Missouri,2016,1,507,3,0,0.59,0.59,0
States,Montana,2016,1,76,0,0,0,0,0
States,Nebraska,2016,1,60,0,0,0,0,0
States,Nevada,2016,1,26,1,0,3.85,3.85,0
States,New Hampshire,2016,1,17,2,0,11.76,11.76,0
States,New Jersey,2016,1,X,X,X,X,X,X
States,New Mexico,2016,1,336,2,4,1.79,0.6,1.19
States,New York,2016,1,2070,16,4,0.97,0.77,0.19
States,North Carolina,2016,1,188,3,3,3.19,1.6,1.6
States,North Dakota,2016,1,26,0,0,0,0,0
States,Ohio,2016,1,865,3,5,0.92,0.35,0.58
States,Oklahoma,2016,1,209,1,1,0.96,0.48,0.48
States,Oregon,2016,1,269,7,9,5.95,2.6,3.35
States,Pennsylvania,2016,1,690,3,2,0.72,0.43,0.29
States,Rhode Island,2016,1,X,X,X,X,X,X
States,South Carolina,2016,1,314,4,0,1.27,1.27,0
States,South Dakota,2016,1,169,0,0,0,0,0
States,Tennessee,2016,1,287,1,7,2.79,0.35,2.44
States,Texas,2016,1,1668,27,12,2.34,1.62,0.72
States,Utah,2016,1,739,28,25,7.17,3.79,3.38
States,Vermont,2016,1,161,1,2,1.86,0.62,1.24
States,Virginia,2016,1,300,2,0,0.67,0.67,0
States,Washington,2016,1,435,7,15,5.06,1.61,3.45
States,West Virginia,2016,1,517,0,1,0.19,0,0.19
States,Wisconsin,2016,1,935,12,1,1.39,1.28,0.11
States,Wyoming,2016,1,22,0,0,0,0,0
States,Puerto Rico,2016,1,0,0,0,0,0,0
States,Virgin Islands,2016,1,X,X,X,X,X,X
States,New York City,2016,1,X,X,X,X,X,X
States,Alabama,2016,2,272,5,3,2.94,1.84,1.1
States,Alaska,2016,2,X,X,X,X,X,X
States,Arizona,2016,2,91,12,2,15.38,13.19,2.2
States,Arkansas,2016,2,42,0,0,0,0,0
States,California,2016,2,1477,109,39,10.02,7.38,2.64
States,Colorado,2016,2,510,7,1,1.57,1.37,0.2
States,Connecticut,2016,2,384,16,1,4.43,4.17,0.26
States,Delaware,2016,2,114,1,0,0.88,0.88,0
States,District of Columbia,2016,2,X,X,X,X,X,X
States,Florida,2016,2,X,X,X,X,X,X
States,Georgia,2016,2,573,5,1,1.05,0.87,0.17
States,Hawaii,2016,2,130,6,1,5.38,4.62,0.77
States,Idaho,2016,2,X,X,X,X,X,X
States,Illinois,2016,2,425,15,1,3.76,3.53,0.24
States,Indiana,2016,2,119,0,0,0,0,0
States,Iowa,2016,2,88,1,0,1.14,1.14,0
States,Kansas,2016,2,114,0,1,0.88,0,0.88
States,Kentucky,2016,2,292,3,3,2.05,1.03,1.03
States,Louisiana,2016,2,632,7,3,1.58,1.11,0.47
States,Maine,2016,2,55,1,0,1.82,1.82,0
States,Maryland,2016,2,26,0,0,0,0,0
States,Massachusetts,2016,2,360,8,1,2.5,2.22,0.28
States,Michigan,2016,2,650,21,2,3.54,3.23,0.31
States,Minnesota,2016,2,333,4,0,1.2,1.2,0
States,Mississippi,2016,2,119,2,0,1.68,1.68,0
States,Missouri,2016,2,490,12,0,2.45,2.45,0
States,Montana,2016,2,63,0,0,0,0,0
States,Nebraska,2016,2,63,0,0,0,0,0
States,Nevada,2016,2,27,1,0,3.7,3.7,0
States,New Hampshire,2016,2,22,1,0,4.55,4.55,0
States,New Jersey,2016,2,X,X,X,X,X,X
States,New Mexico,2016,2,301,7,4,3.65,2.33,1.33
States,New York,2016,2,1857,37,9,2.48,1.99,0.48
States,North Carolina,2016,2,169,5,3,4.73,2.96,1.78
States,North Dakota,2016,2,19,0,1,5.26,0,5.26
States,Ohio,2016,2,844,3,2,0.59,0.36,0.24
States,Oklahoma,2016,2,189,1,2,1.59,0.53,1.06
States,Oregon,2016,2,285,12,20,11.23,4.21,7.02
States,Pennsylvania,2016,2,608,3,3,0.99,0.49,0.49
States,Rhode Island,2016,2,X,X,X,X,X,X
States,South Carolina,2016,2,270,1,0,0.37,0.37,0
States,South Dakota,2016,2,168,0,0,0,0,0
States,Tennessee,2016,2,221,5,6,4.98,2.26,2.71
States,Texas,2016,2,1603,28,13,2.56,1.75,0.81
States,Utah,2016,2,714,11,27,5.32,1.54,3.78
States,Vermont,2016,2,146,1,1,1.37,0.68,0.68
States,Virginia,2016,2,239,1,0,0.42,0.42,0
States,Washington,2016,2,436,11,24,8.03,2.52,5.5
States,West Virginia,2016,2,458,2,2,0.87,0.44,0.44
States,Wisconsin,2016,2,861,9,0,1.05,1.05,0
States,Wyoming,2016,2,25,2,0,8,8,0
States,Puerto Rico,2016,2,0,0,0,0,0,0
States,Virgin Islands,2016,2,X,X,X,X,X,X
States,New York City,2016,2,X,X,X,X,X,X
States,Alabama,2016,3,289,5,4,3.11,1.73,1.38
States,Alaska,2016,3,X,X,X,X,X,X
States,Arizona,2016,3,98,19,4,23.47,19.39,4.08
States,Arkansas,2016,3,54,0,1,1.85,0,1.85
States,California,2016,3,1627,137,68,12.6,8.42,4.18
States,Colorado,2016,3,592,19,2,3.55,3.21,0.34
States,Connecticut,2016,3,417,23,2,6,5.52,0.48
States,Delaware,2016,3,109,0,0,0,0,0
States,District of Columbia,2016,3,X,X,X,X,X,X
States,Florida,2016,3,X,X,X,X,X,X
States,Georgia,2016,3,577,16,4,3.47,2.77,0.69
States,Hawaii,2016,3,166,6,2,4.82,3.61,1.2
States,Idaho,2016,3,X,X,X,X,X,X
States,Illinois,2016,3,400,25,1,6.5,6.25,0.25
States,Indiana,2016,3,117,1,0,0.85,0.85,0
States,Iowa,2016,3,102,2,0,1.96,1.96,0
States,Kansas,2016,3,113,3,1,3.54,2.65,0.88
States,Kentucky,2016,3,245,1,2,1.22,0.41,0.82
States,Louisiana,2016,3,611,8,2,1.64,1.31,0.33
States,Maine,2016,3,56,0,0,0,0,0
States,Maryland,2016,3,21,0,0,0,0,0
States,Massachusetts,2016,3,382,6,4,2.62,1.57,1.05
States,Michigan,2016,3,719,27,3,4.17,3.76,0.42
States,Minnesota,2016,3,325,7,0,2.15,2.15,0
States,Mississippi,2016,3,134,3,1,2.99,2.24,0.75
States,Missouri,2016,3,489,11,0,2.25,2.25,0
States,Montana,2016,3,87,0,1,1.15,0,1.15
States,Nebraska,2016,3,71,1,1,2.82,1.41,1.41
States,Nevada,2016,3,13,1,0,7.69,7.69,0
States,New Hampshire,2016,3,24,0,0,0,0,0
States,New Jersey,2016,3,X,X,X,X,X,X
States,New Mexico,2016,3,338,19,4,6.8,5.62,1.18
States,New York,2016,3,1664,53,5,3.49,3.19,0.3
States,North Carolina,2016,3,147,1,6,4.76,0.68,4.08
States,North Dakota,2016,3,44,0,0,0,0,0
States,Ohio,2016,3,766,3,5,1.04,0.39,0.65
States,Oklahoma,2016,3,203,2,2,1.97,0.99,0.99
States,Oregon,2016,3,325,18,32,15.38,5.54,9.85
States,Pennsylvania,2016,3,639,4,3,1.1,0.63,0.47
States,Rhode Island,2016,3,X,X,X,X,X,X
States,South Carolina,2016,3,302,4,3,2.32,1.32,0.99
States,South Dakota,2016,3,156,2,0,1.28,1.28,0
States,Tennessee,2016,3,182,3,2,2.75,1.65,1.1
States,Texas,2016,3,1569,27,21,3.06,1.72,1.34
States,Utah,2016,3,754,23,30,7.03,3.05,3.98
States,Vermont,2016,3,137,1,1,1.46,0.73,0.73
States,Virginia,2016,3,182,1,1,1.1,0.55,0.55
States,Washington,2016,3,509,11,34,8.84,2.16,6.68
States,West Virginia,2016,3,313,2,0,0.64,0.64,0
States,Wisconsin,2016,3,885,21,1,2.49,2.37,0.11
States,Wyoming,2016,3,33,2,1,9.09,6.06,3.03
States,Puerto Rico,2016,3,0,0,0,0,0,0
States,Virgin Islands,2016,3,X,X,X,X,X,X
States,New York City,2016,3,X,X,X,X,X,X
States,Alabama,2016,4,267,3,2,1.87,1.12,0.75
States,Alaska,2016,4,X,X,X,X,X,X
States,Arizona,2016,4,119,13,2,12.61,10.92,1.68
States,Arkansas,2016,4,76,0,4,5.26,0,5.26
States,California,2016,4,1897,172,83,13.44,9.07,4.38
States,Colorado,2016,4,606,26,6,5.28,4.29,0.99
States,Connecticut,2016,4,502,32,1,6.57,6.37,0.2
States,Delaware,2016,4,104,4,1,4.81,3.85,0.96
States,District of Columbia,2016,4,X,X,X,X,X,X
States,Florida,2016,4,X,X,X,X,X,X
States,Georgia,2016,4,672,14,4,2.68,2.08,0.6
States,Hawaii,2016,4,158,7,2,5.7,4.43,1.27
States,Idaho,2016,4,20,0,3,15,0,15
States,Illinois,2016,4,497,43,10,10.66,8.65,2.01
States,Indiana,2016,4,131,4,2,4.58,3.05,1.53
States,Iowa,2016,4,97,3,0,3.09,3.09,0
States,Kansas,2016,4,115,5,0,4.35,4.35,0
States,Kentucky,2016,4,315,7,2,2.86,2.22,0.63
States,Louisiana,2016,4,618,12,5,2.75,1.94,0.81
States,Maine,2016,4,67,1,1,2.99,1.49,1.49
States,Maryland,2016,4,18,0,0,0,0,0
States,Massachusetts,2016,4,444,15,4,4.28,3.38,0.9
States,Michigan,2016,4,777,54,6,7.72,6.95,0.77
States,Minnesota,2016,4,330,16,3,5.76,4.85,0.91
States,Mississippi,2016,4,136,4,0,2.94,2.94,0
States,Missouri,2016,4,452,8,2,2.21,1.77,0.44
States,Montana,2016,4,97,3,1,4.12,3.09,1.03
States,Nebraska,2016,4,100,2,0,2,2,0
States,Nevada,2016,4,18,1,0,5.56,5.56,0
States,New Hampshire,2016,4,17,0,0,0,0,0
States,New Jersey,2016,4,X,X,X,X,X,X
States,New Mexico,2016,4,392,17,6,5.87,4.34,1.53
States,New York,2016,4,1749,85,9,5.37,4.86,0.51
States,North Carolina,2016,4,140,4,4,5.71,2.86,2.86
States,North Dakota,2016,4,42,0,0,0,0,0
States,Ohio,2016,4,941,11,0,1.17,1.17,0
States,Oklahoma,2016,4,240,3,6,3.75,1.25,2.5
States,Oregon,2016,4,364,20,25,12.36,5.49,6.87
States,Pennsylvania,2016,4,576,5,0,0.87,0.87,0
States,Rhode Island,2016,4,X,X,X,X,X,X
States,South Carolina,2016,4,360,11,3,3.89,3.06,0.83
States,South Dakota,2016,4,197,0,1,0.51,0,0.51
States,Tennessee,2016,4,194,2,8,5.15,1.03,4.12
States,Texas,2016,4,1715,44,27,4.14,2.57,1.57
States,Utah,2016,4,873,34,60,10.77,3.89,6.87
States,Vermont,2016,4,134,0,1,0.75,0,0.75
States,Virginia,2016,4,186,6,0,3.23,3.23,0
States,Washington,2016,4,511,22,38,11.74,4.31,7.44
States,West Virginia,2016,4,405,2,3,1.23,0.49,0.74
States,Wisconsin,2016,4,966,47,0,4.87,4.87,0
States,Wyoming,2016,4,46,5,0,10.87,10.87,0
States,Puerto Rico,2016,4,0,0,0,0,0,0
States,Virgin Islands,2016,4,X,X,X,X,X,X
States,New York City,2016,4,X,X,X,X,X,X
States,Alabama,2016,5,252,4,2,2.38,1.59,0.79
States,Alaska,2016,5,X,X,X,X,X,X
States,Arizona,2016,5,163,26,2,17.18,15.95,1.23
States,Arkansas,2016,5,83,0,4,4.82,0,4.82
States,California,2016,5,2037,205,100,14.97,10.06,4.91
States,Colorado,2016,5,639,32,3,5.48,5.01,0.47
States,Connecticut,2016,5,456,44,2,10.09,9.65,0.44
States,Delaware,2016,5,114,4,2,5.26,3.51,1.75
States,District of Columbia,2016,5,X,X,X,X,X,X
States,Florida,2016,5,X,X,X,X,X,X
States,Georgia,2016,5,667,32,11,6.45,4.8,1.65
States,Hawaii,2016,5,158,13,1,8.86,8.23,0.63
States,Idaho,2016,5,23,2,2,17.39,8.7,8.7
States,Illinois,2016,5,614,67,13,13.03,10.91,2.12
States,Indiana,2016,5,148,10,1,7.43,6.76,0.68
States,Iowa,2016,5,61,3,0,4.92,4.92,0
States,Kansas,2016,5,161,7,3,6.21,4.35,1.86
States,Kentucky,2016,5,275,5,2,2.55,1.82,0.73
States,Louisiana,2016,5,477,8,6,2.94,1.68,1.26
States,Maine,2016,5,55,2,0,3.64,3.64,0
States,Maryland,2016,5,23,1,0,4.35,4.35,0
States,Massachusetts,2016,5,493,39,0,7.91,7.91,0
States,Michigan,2016,5,1010,77,11,8.71,7.62,1.09
States,Minnesota,2016,5,408,16,3,4.66,3.92,0.74
States,Mississippi,2016,5,113,1,2,2.65,0.88,1.77
States,Missouri,2016,5,561,14,3,3.03,2.5,0.53
States,Montana,2016,5,144,6,5,7.64,4.17,3.47
States,Nebraska,2016,5,93,3,0,3.23,3.23,0
States,Nevada,2016,5,15,1,0,6.67,6.67,0
States,New Hampshire,2016,5,24,0,2,8.33,0,8.33
States,New Jersey,2016,5,X,X,X,X,X,X
States,New Mexico,2016,5,590,22,19,6.95,3.73,3.22
States,New York,2016,5,1886,134,17,8.01,7.1,0.9
States,North Carolina,2016,5,125,3,2,4,2.4,1.6
States,North Dakota,2016,5,32,0,0,0,0,0
States,Ohio,2016,5,951,27,9,3.79,2.84,0.95
States,Oklahoma,2016,5,254,5,1,2.36,1.97,0.39
States,Oregon,2016,5,453,27,39,14.57,5.96,8.61
States,Pennsylvania,2016,5,561,16,3,3.39,2.85,0.53
States,Rhode Island,2016,5,X,X,X,X,X,X
States,South Carolina,2016,5,302,5,1,1.99,1.66,0.33
States,South Dakota,2016,5,205,3,1,1.95,1.46,0.49
States,Tennessee,2016,5,204,5,5,4.9,2.45,2.45
States,Texas,2016,5,1720,55,53,6.28,3.2,3.08
States,Utah,2016,5,986,74,99,17.55,7.51,10.04
States,Vermont,2016,5,144,1,0,0.69,0.69,0
States,Virginia,2016,5,196,6,0,3.06,3.06,0
States,Washington,2016,5,483,26,33,12.22,5.38,6.83
States,West Virginia,2016,5,361,1,1,0.55,0.28,0.28
States,Wisconsin,2016,5,996,99,5,10.44,9.94,0.5
States,Wyoming,2016,5,43,6,0,13.95,13.95,0
States,Puerto Rico,2016,5,0,0,0,0,0,0
States,Virgin Islands,2016,5,X,X,X,X,X,X
States,New York City,2016,5,X,X,X,X,X,X
States,Alabama,2016,6,255,3,6,3.53,1.18,2.35
States,Alaska,2016,6,X,X,X,X,X,X
States,Arizona,2016,6,204,44,6,24.51,21.57,2.94
States,Arkansas,2016,6,101,2,9,10.89,1.98,8.91
States,California,2016,6,2362,316,183,21.13,13.38,7.75
States,Colorado,2016,6,746,54,3,7.64,7.24,0.4
States,Connecticut,2016,6,508,31,2,6.5,6.1,0.39
States,Delaware,2016,6,99,9,2,11.11,9.09,2.02
States,District of Columbia,2016,6,X,X,X,X,X,X
States,Florida,2016,6,X,X,X,X,X,X
States,Georgia,2016,6,759,46,12,7.64,6.06,1.58
States,Hawaii,2016,6,200,19,4,11.5,9.5,2
States,Idaho,2016,6,35,3,11,40,8.57,31.43
States,Illinois,2016,6,636,83,13,15.09,13.05,2.04
States,Indiana,2016,6,164,14,0,8.54,8.54,0
States,Iowa,2016,6,120,6,0,5,5,0
States,Kansas,2016,6,198,9,0,4.55,4.55,0
States,Kentucky,2016,6,295,5,9,4.75,1.69,3.05
States,Louisiana,2016,6,576,13,8,3.65,2.26,1.39
States,Maine,2016,6,59,1,5,10.17,1.69,8.47
States,Maryland,2016,6,17,1,0,5.88,5.88,0
States,Massachusetts,2016,6,529,39,13,9.83,7.37,2.46
States,Michigan,2016,6,1165,153,12,14.16,13.13,1.03
States,Minnesota,2016,6,400,33,7,10,8.25,1.75
States,Mississippi,2016,6,138,6,2,5.8,4.35,1.45
States,Missouri,2016,6,613,14,2,2.61,2.28,0.33
States,Montana,2016,6,143,9,4,9.09,6.29,2.8
States,Nebraska,2016,6,114,11,0,9.65,9.65,0
States,Nevada,2016,6,22,3,2,22.73,13.64,9.09
States,New Hampshire,2016,6,19,0,2,10.53,0,10.53
States,New Jersey,2016,6,X,X,X,X,X,X
States,New Mexico,2016,6,793,86,34,15.13,10.84,4.29
States,New York,2016,6,2166,213,34,11.4,9.83,1.57
States,North Carolina,2016,6,148,10,3,8.78,6.76,2.03
States,North Dakota,2016,6,48,2,0,4.17,4.17,0
